case_id,source,document_id,document_type,problem_type,human_task,original_judgment,G1_G5,G1_G5_SECONDARY,available_evidence,organized_evidence,presented_evidence,consumer_received_evidence,human_sufficiency_status,supported_claim,unsupported_claim,boundary_status
MA-UNC-14,G1G5_VALIDATION,is11_med_001,academic_paper_chemistry,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,UNCERTAIN,G3,,"YES (extent exists; P2 same_y reconstructs 'CM(ϵ, max, ...)')",YES (evidence organized),NO (organized but not presented to Human/consumer),NO/PARTIAL (not reached consumer),INSUFFICIENT,Nothing (evidence not presented to consumer),Judgment requiring the un-presented evidence,NOT_BOUNDARY
PH02-RESEARCH-OBJECT-MISMATCH,G1G5_VALIDATION,is11_efficientnet,academic_paper_cs,column_membership_adjudication,T2_BOUNDARY_DECISION,hypothesis_rejected (whole-group-as-column INVALID),G4,G2,"YES (frozen left_alignment_group=10, but 10th member is prose token)",YES (evidence organized),YES (presented),NO (presented but consumer didn't use it),INDETERMINATE,Potentially a structural judgment (if consumer used evidence),Semantic identity (not supported by structural evidence alone),"NOT_BOUNDARY (consumer integration gap, not evidence boundary)"
PH02-SPECIFICITY-VALUE-COL,G1G5_VALIDATION,is11_resnet,academic_paper_cs,column_membership_specificity,T2_BOUNDARY_DECISION,fired-unchanged (value column indistinguishable from row-number column),G5,G4,"YES (7-member value column, ratio=1.04, near-perfect equidistance)",YES (evidence organized),YES (presented),YES (consumed but semantic interpretation needed),BOUNDARY,Numeric atoms form an aligned column,Column is specifically a row-number column (not a value column),CONFIRMED_EVIDENCE_BOUNDARY
PH02-SPECIFICITY-CS001,G1G5_VALIDATION,is11_cs_001,academic_paper_nlp,column_membership_specificity,T2_BOUNDARY_DECISION,"fired-unchanged (value column, not row-number)",G5,G4,"YES (7-member value column, ratio=1.49)",YES (evidence organized),YES (presented),YES (consumed but semantic interpretation needed),BOUNDARY,Numeric atoms form an aligned column,Column is specifically a row-number column (not a value column),CONFIRMED_EVIDENCE_BOUNDARY
is11_efficientnet_p4_55_218,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_efficientnet_p8_55_213,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p6_478_168,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p13_85_307,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p2_87_158,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_efficientnet_p8_328_261,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_efficientnet_p3_319_69,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,G2,,PARTIAL (text + primitives; no extent),NO (DEF=0),PARTIAL,PARTIAL,INSUFFICIENT,Nothing (evidence not organized into usable form),Structural judgment requiring organized evidence,NOT_BOUNDARY
arxiv_2402.18619_p15_498_182,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),INDETERMINATE,Unknown,Unknown,INDETERMINATE
is11_med_001_p16_85_484,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p14_72_243,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p17_184_561,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p24_72_646,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p8_50_328,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p28_457_234,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p17_121_581,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p18_346_73,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),INDETERMINATE,Unknown,Unknown,INDETERMINATE
is11_efficientnet_p8_307_390,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p28_479_214,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_efficientnet_p4_66_331,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),INDETERMINATE,Unknown,Unknown,INDETERMINATE
is11_cs_001_p5_292_225,MA_HUMAN_VALIDATION,is11_cs_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_efficientnet_p6_511_629,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p10_132_629,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p1_309_305,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p19_147_496,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),INDETERMINATE,Unknown,Unknown,INDETERMINATE
arxiv_2402.18619_p28_256_214,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p12_180_706,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p26_327_253,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),INDETERMINATE,Unknown,Unknown,INDETERMINATE
arxiv_2402.18619_p19_339_297,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,no,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (no),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_efficientnet_p8_467_415,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,no,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (no),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_efficientnet_p4_307_448,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p18_432_93,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_cs_001_p4_108_225,MA_HUMAN_VALIDATION,is11_cs_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p6_309_157,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p5_50_392,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p28_207_82,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p10_72_581,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p4_309_134,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_efficientnet_p7_55_455,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_cs_001_p5_108_225,MA_HUMAN_VALIDATION,is11_cs_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p28_458_160,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p4_464_620,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),INDETERMINATE,Unknown,Unknown,INDETERMINATE
is11_med_001_p9_85_321,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p19_85_454,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p20_85_340,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p18_325_655,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,G1,,NO (text only; DGF=0),NO,PARTIAL,PARTIAL,INSUFFICIENT,Nothing (observation missing),Any judgment requiring the missing observation,NOT_BOUNDARY
arxiv_2402.18619_p28_152_82,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p11_85_291,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_efficientnet_p2_158_372,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,G2,,PARTIAL (text + primitives; no extent),NO (DEF=0),PARTIAL,PARTIAL,INSUFFICIENT,Nothing (evidence not organized into usable form),Structural judgment requiring organized evidence,NOT_BOUNDARY
is11_efficientnet_p6_307_629,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p18_134_293,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p15_498_107,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),INDETERMINATE,Unknown,Unknown,INDETERMINATE
arxiv_2402.18619_p28_107_234,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_efficientnet_p6_79_415,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),INDETERMINATE,Unknown,Unknown,INDETERMINATE
is11_efficientnet_p1_307_364,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p10_183_252,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p15_85_574,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p19_72_733,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_efficientnet_p4_188_461,MA_HUMAN_VALIDATION,is11_efficientnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,no,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (no),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p28_152_95,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p8_85_211,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_med_001_p23_85_395,MA_HUMAN_VALIDATION,is11_med_001,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p4_50_633,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p17_72_184,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p7_321_545,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,G2,,PARTIAL (text + primitives; no extent),NO (DEF=0),PARTIAL,PARTIAL,INSUFFICIENT,Nothing (evidence not organized into usable form),Structural judgment requiring organized evidence,NOT_BOUNDARY
arxiv_2402.18619_p11_72_651,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,uncertain,G1,,NO (text only; DGF=0),NO,PARTIAL,PARTIAL,INSUFFICIENT,Nothing (observation missing),Any judgment requiring the missing observation,NOT_BOUNDARY
is11_resnet_p4_320_146,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p5_359_225,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,no,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (no),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
is11_resnet_p1_435_316,MA_HUMAN_VALIDATION,is11_resnet,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
arxiv_2402.18619_p16_172_568,MA_HUMAN_VALIDATION,arxiv_2402.18619,academic_paper,text_drawing_association,T1_STRUCTURAL_ASSOCIATION,yes,L5_SUFFICIENT,,YES (text + extent + spatial + context),YES (DEF extent formed),YES (E1 Pack complete),YES (Human made definitive judgment),SUFFICIENT,Definitive judgment (yes),Stronger semantic claim beyond the judgment,NOT_BOUNDARY
